project_id,floor_no,element_type,planned_start_day,cycle_time_days,actual_start_day,formwork_type,area_sqm,quantity,cost_per_sqm,total_cost,optimized_quantity,optimized_cost,cost_saving
P061,7,Slab,33,6,37,Steel,45.3,22,850,847109.9999999999,17,654584.9999999999,192525.0
P064,29,Beam,73,5,77,Timber,59.22,6,600,213192.0,6,213192.0,0.0
P005,23,Wall,352,7,357,Timber,36.1,24,600,519840.00000000006,15,324900.0,194940.00000000006
P053,16,Slab,293,7,291,Timber,48.4,10,600,290400.0,8,232320.0,58080.0
P055,31,Column,198,6,202,Timber,86.07,22,600,1136124.0,18,929555.9999999999,206568.00000000012
P037,34,Beam,325,5,327,Timber,36.61,22,600,483252.0,17,373422.0,109830.0
P056,1,Slab,316,9,319,Timber,60.78,13,600,474084.0,11,401148.0,72936.0
P059,18,Column,240,8,242,Timber,68.24,19,600,777936.0,15,614160.0,163776.0
P093,15,Column,74,6,75,Steel,23.18,7,850,137921.0,5,98515.0,39406.0
P069,17,Column,31,4,33,Steel,80.0,13,850,884000.0,10,680000.0,204000.0
P073,10,Column,14,9,14,Steel,99.92,22,850,1868504.0000000002,17,1443844.0,424660.00000000023
P059,20,Beam,205,7,207,Aluminum,23.96,24,1100,632544.0,17,448052.0,184492.0
P002,6,Slab,316,9,314,Timber,79.11,24,600,1139184.0,19,901854.0,237330.0
P065,8,Column,68,7,70,Steel,23.24,11,850,217294.0,8,158032.0,59262.0
P060,34,Slab,128,8,127,Timber,95.52,21,600,1203552.0,18,1031615.9999999999,171936.00000000012
P051,32,Slab,26,5,31,Aluminum,46.99,7,1100,361823.0,5,258445.00000000003,103377.99999999997
P030,4,Wall,184,3,188,Timber,98.19,11,600,648054.0,7,412397.99999999994,235656.00000000006
P011,20,Slab,137,8,137,Steel,16.11,17,850,232789.5,13,178015.5,54774.0
P092,24,Beam,291,5,289,Aluminum,81.19,13,1100,1161017.0,12,1071708.0,89309.0
P076,24,Beam,106,9,104,Timber,52.6,13,600,410280.00000000006,10,315600.0,94680.00000000006
P039,26,Column,24,4,27,Aluminum,36.05,9,1100,356895.0,6,237929.99999999997,118965.00000000003
P090,25,Slab,339,5,340,Timber,77.31,8,600,371088.0,6,278316.0,92772.0
P077,7,Beam,194,8,198,Aluminum,67.18,13,1100,960674.0000000001,10,738980.0000000001,221694.0
P072,10,Beam,169,3,170,Steel,91.26,10,850,775710.0,9,698139.0,77571.0
P063,12,Beam,36,9,36,Timber,32.39,14,600,272076.0,9,174906.0,97170.0
P064,1,Column,101,4,99,Timber,94.58,22,600,1248455.9999999998,20,1134960.0,113495.99999999977
P061,25,Beam,34,4,37,Timber,67.77,7,600,284634.0,7,284634.0,0.0
P054,16,Slab,39,3,38,Steel,50.54,24,850,1031016.0,20,859180.0,171836.0
P092,5,Beam,211,6,213,Aluminum,14.78,11,1100,178837.99999999997,8,130064.0,48773.99999999997
P094,19,Beam,230,5,232,Steel,78.87,16,850,1072632.0,13,871513.5,201118.5
P073,4,Column,279,8,281,Aluminum,87.26,9,1100,863874.0,8,767888.0,95986.0
P095,6,Slab,80,4,81,Timber,82.86,21,600,1044036.0,15,745740.0,298296.0
P058,26,Beam,238,8,236,Aluminum,76.21,23,1100,1928113.0,21,1760450.9999999998,167662.00000000023
P085,9,Slab,172,5,177,Aluminum,97.25,8,1100,855800.0,6,641850.0,213950.0
P056,14,Slab,326,9,324,Timber,86.42,16,600,829632.0,12,622224.0,207408.0
P034,9,Beam,59,3,58,Timber,93.51,19,600,1066014.0,18,1009908.0,56106.0
P031,15,Column,22,7,23,Aluminum,75.74,6,1100,499883.99999999994,5,416570.0,83313.99999999994
P052,20,Slab,344,3,343,Timber,83.82,19,600,955548.0,15,754380.0,201168.0
P089,8,Wall,238,5,236,Timber,36.02,15,600,324180.00000000006,11,237732.00000000003,86448.00000000003
P076,32,Beam,296,4,298,Aluminum,70.2,5,1100,386100.0,5,386100.0,0.0
P001,21,Slab,341,9,345,Steel,28.5,18,850,436050.0,14,339150.0,96900.0
P055,19,Slab,94,5,99,Steel,16.23,8,850,110364.0,7,96568.5,13795.5
P022,29,Slab,244,9,245,Timber,62.13,10,600,372780.00000000006,9,335502.00000000006,37278.0
P040,31,Beam,11,7,12,Aluminum,80.46,12,1100,1062072.0,8,708048.0,354024.0
P001,6,Wall,117,4,118,Timber,17.45,24,600,251279.99999999997,19,198930.0,52349.99999999997
P065,4,Slab,265,9,268,Steel,26.32,6,850,134232.0,5,111860.0,22372.0
P063,29,Slab,12,7,17,Steel,18.37,8,850,124916.0,6,93687.0,31229.0
P054,3,Column,154,9,157,Aluminum,67.08,21,1100,1549548.0,14,1033032.0,516516.0
P042,1,Beam,38,6,40,Aluminum,17.16,13,1100,245388.0,8,151008.0,94380.0
P021,15,Beam,131,8,134,Steel,18.4,23,850,359720.0,19,297160.0,62560.0
P079,21,Slab,225,3,226,Aluminum,33.78,12,1100,445896.0,11,408738.00000000006,37157.99999999994
P081,31,Column,143,6,146,Steel,34.32,13,850,379236.0,10,291720.0,87516.0
P022,7,Slab,54,5,59,Timber,60.18,17,600,613836.0,14,505512.0,108324.0
P038,17,Slab,24,6,27,Steel,12.9,12,850,131580.0,9,98685.0,32895.0
P099,19,Beam,121,3,121,Steel,65.38,18,850,1000313.9999999999,15,833595.0,166718.99999999988
P080,3,Column,119,4,120,Aluminum,47.05,22,1100,1138610.0,18,931590.0,207020.0
P008,30,Slab,161,8,164,Aluminum,26.09,22,1100,631378.0,20,573980.0,57398.0
P062,29,Beam,74,7,79,Aluminum,68.8,14,1100,1059520.0,12,908159.9999999999,151360.00000000012
P047,14,Slab,185,9,187,Timber,39.67,24,600,571248.0,15,357030.00000000006,214217.99999999994
P017,28,Slab,192,4,195,Aluminum,84.47,5,1100,464585.0,5,464585.0,0.0
P017,30,Column,220,8,223,Timber,99.05,16,600,950880.0,10,594300.0,356580.0
P090,26,Column,121,6,125,Aluminum,80.11,7,1100,616847.0,6,528726.0,88121.0
P013,7,Column,209,5,210,Aluminum,76.87,24,1100,2029368.0000000002,22,1860254.0,169114.00000000023
P017,31,Slab,300,6,303,Steel,41.96,16,850,570656.0,12,427992.0,142664.0
P038,5,Wall,346,3,346,Steel,58.11,22,850,1086657.0,15,740902.5,345754.5
P081,14,Column,164,3,164,Steel,14.74,16,850,200464.0,10,125290.0,75174.0
P078,27,Wall,268,5,272,Timber,75.46,11,600,498035.99999999994,8,362207.99999999994,135828.0
P045,24,Wall,3,8,8,Aluminum,70.75,7,1100,544775.0,6,466950.0,77825.0
P006,29,Wall,50,4,55,Steel,34.24,11,850,320144.00000000006,10,291040.0,29104.00000000006
P035,22,Beam,364,9,367,Aluminum,58.07,17,1100,1085909.0,15,958155.0,127754.0
P014,8,Slab,211,9,212,Steel,71.14,15,850,907034.9999999999,13,786097.0,120937.99999999988
P072,15,Column,16,3,21,Aluminum,43.11,24,1100,1138103.9999999998,16,758736.0,379367.99999999977
P061,5,Slab,168,3,166,Steel,75.3,24,850,1536119.9999999998,22,1408110.0,128009.99999999977
P015,4,Slab,283,5,288,Steel,81.7,21,850,1458345.0,18,1250010.0,208335.0
P054,11,Beam,326,4,324,Steel,30.12,19,850,486438.0,14,358428.0,128010.0
P027,18,Beam,298,6,297,Steel,37.11,10,850,315435.0,9,283891.5,31543.5
P013,30,Beam,185,7,185,Steel,46.14,10,850,392190.0,8,313752.0,78438.0
P031,15,Slab,138,5,136,Aluminum,31.21,11,1100,377641.0,9,308979.0,68662.0
P035,6,Wall,125,4,124,Steel,79.8,13,850,881789.9999999999,12,813959.9999999999,67830.0
P060,16,Slab,58,7,56,Aluminum,61.47,13,1100,879021.0,11,743787.0,135234.0
P006,9,Beam,362,9,363,Steel,44.21,22,850,826727.0,15,563677.5,263049.5
P069,34,Slab,66,5,69,Aluminum,11.45,5,1100,62975.0,4,50380.0,12595.0
P086,27,Beam,340,6,340,Steel,39.33,22,850,735471.0,15,501457.49999999994,234013.50000000006
P058,13,Beam,202,6,200,Steel,85.29,22,850,1594923.0,17,1232440.5,362482.5
P049,27,Column,9,4,10,Steel,76.92,16,850,1046112.0,12,784584.0,261528.0
P023,9,Wall,105,4,104,Timber,16.06,5,600,48180.0,4,38544.0,9636.0
P089,5,Beam,89,6,90,Aluminum,82.13,23,1100,2077888.9999999998,15,1355144.9999999998,722744.0
P034,22,Column,89,6,88,Aluminum,26.11,18,1100,516978.0,12,344652.0,172326.0
P026,31,Wall,344,5,342,Steel,98.83,18,850,1512099.0,16,1344088.0,168011.0
P047,3,Beam,6,8,9,Steel,88.17,20,850,1498890.0,17,1274056.5,224833.5
P005,30,Wall,158,9,160,Steel,92.19,10,850,783615.0,8,626892.0,156723.0
P090,21,Wall,330,8,333,Timber,79.25,21,600,998550.0,16,760800.0,237750.0
P020,6,Slab,103,4,104,Steel,73.97,17,850,1068866.5,15,943117.5,125749.0
P006,28,Column,223,7,228,Steel,32.0,23,850,625600.0,16,435200.0,190400.0
P070,32,Wall,171,6,173,Aluminum,62.78,24,1100,1657392.0,17,1173986.0,483406.0
P059,25,Slab,33,7,33,Timber,72.68,6,600,261648.00000000003,5,218040.00000000003,43608.0
P064,32,Wall,181,4,183,Aluminum,35.93,14,1100,553322.0,11,434753.0,118569.0
P018,22,Slab,184,9,189,Timber,45.85,13,600,357630.00000000006,9,247590.00000000003,110040.00000000003
P004,24,Beam,87,4,90,Timber,95.23,16,600,914208.0,10,571380.0,342828.0
P017,30,Beam,69,3,69,Aluminum,46.72,12,1100,616704.0,8,411136.0,205568.0
P014,32,Slab,26,6,31,Aluminum,38.38,13,1100,548834.0000000001,11,464398.0,84436.00000000012
P078,31,Beam,6,9,10,Timber,19.65,15,600,176850.0,12,141480.0,35370.0
P013,23,Beam,256,8,254,Timber,40.72,5,600,122160.0,4,97728.0,24432.0
P007,33,Beam,182,8,187,Steel,65.09,15,850,829897.5,10,553265.0000000001,276632.4999999999
P044,25,Wall,295,4,293,Steel,23.3,23,850,455515.0,19,376295.0,79220.0
P015,24,Slab,260,4,261,Aluminum,64.48,6,1100,425568.0,5,354640.00000000006,70927.99999999994
P019,31,Column,314,6,319,Timber,76.71,18,600,828468.0,17,782442.0,46026.0
P063,13,Column,304,3,306,Aluminum,79.14,8,1100,696432.0,6,522324.00000000006,174107.99999999994
P035,10,Slab,316,3,321,Steel,98.63,24,850,2012052.0,17,1425203.5,586848.5
P081,23,Wall,234,3,234,Steel,49.11,19,850,793126.5,14,584409.0,208717.5
P035,18,Beam,282,3,282,Steel,12.92,6,850,65892.0,6,65892.0,0.0
P019,32,Beam,207,9,209,Timber,86.92,20,600,1043040.0,16,834432.0,208608.0
P020,33,Wall,77,5,80,Aluminum,17.52,8,1100,154176.0,7,134904.0,19272.0
P100,28,Column,168,6,172,Timber,87.55,6,600,315180.0,5,262650.0,52530.0
P035,16,Slab,342,6,347,Timber,98.44,19,600,1122216.0,15,885960.0,236256.0
P032,16,Slab,56,6,54,Steel,91.61,23,850,1790975.5000000002,14,1090159.0,700816.5000000002
P048,18,Wall,295,9,298,Steel,96.76,23,850,1891658.0,18,1480428.0,411230.0
P044,8,Beam,81,8,79,Aluminum,12.1,20,1100,266200.0,13,173029.99999999997,93170.00000000003
P024,16,Beam,167,9,167,Timber,11.02,16,600,105792.0,11,72732.0,33060.0
P061,11,Beam,176,3,177,Aluminum,28.93,7,1100,222761.0,7,222761.0,0.0
P017,6,Slab,281,3,285,Aluminum,81.88,24,1100,2161632.0,19,1711291.9999999998,450340.00000000023
P071,1,Column,149,8,147,Aluminum,18.05,19,1100,377245.0,17,337535.0,39710.0
P050,12,Slab,256,9,261,Aluminum,77.19,11,1100,933998.9999999999,7,594362.9999999999,339636.0
P065,28,Wall,281,8,280,Steel,11.13,13,850,122986.5,10,94605.00000000001,28381.499999999985
P099,17,Slab,345,4,345,Aluminum,75.8,19,1100,1584220.0,17,1417460.0,166760.0
P032,1,Wall,278,5,280,Steel,32.51,24,850,663204.0,18,497402.99999999994,165801.00000000006
P036,32,Slab,279,8,284,Aluminum,49.64,17,1100,928268.0,12,655248.0000000001,273019.9999999999
P013,8,Column,206,6,208,Steel,97.89,11,850,915271.5,9,748858.5,166413.0
P070,24,Wall,30,5,33,Aluminum,59.66,20,1100,1312519.9999999998,15,984390.0,328129.99999999977
P058,10,Beam,218,9,221,Timber,16.72,14,600,140448.0,13,130415.99999999999,10032.000000000015
P014,10,Beam,231,8,231,Timber,88.58,6,600,318888.0,5,265740.0,53148.0
P037,25,Slab,359,6,362,Steel,39.13,23,850,764991.5,21,698470.5,66521.0
P079,10,Slab,162,3,165,Steel,62.68,10,850,532780.0,9,479502.0,53278.0
P068,19,Column,217,9,217,Aluminum,74.06,22,1100,1792252.0000000002,17,1384922.0,407330.00000000023
P040,15,Column,228,3,226,Timber,79.98,6,600,287928.0,6,287928.0,0.0
P059,16,Beam,333,6,333,Aluminum,48.92,5,1100,269060.0,5,269060.0,0.0
P080,2,Slab,221,7,221,Steel,79.58,19,850,1285217.0,17,1149931.0,135286.0
P092,29,Wall,234,9,239,Aluminum,20.52,14,1100,316007.99999999994,13,293436.0,22571.99999999994
P016,4,Column,73,3,76,Timber,57.31,7,600,240702.0,5,171930.0,68772.0
P062,29,Wall,95,4,94,Timber,11.97,14,600,100548.00000000001,13,93366.00000000001,7182.0
P004,31,Wall,95,8,97,Timber,46.56,7,600,195552.0,6,167616.0,27936.0
P045,17,Column,243,3,246,Timber,42.83,10,600,256979.99999999997,8,205584.0,51395.99999999997
P090,10,Slab,293,4,291,Timber,98.03,6,600,352908.00000000006,5,294090.0,58818.00000000006
P028,27,Wall,263,5,264,Steel,45.81,13,850,506200.5,11,428323.5,77877.0
P096,15,Slab,124,9,122,Aluminum,91.64,12,1100,1209648.0,8,806432.0,403216.0
P066,31,Wall,288,3,290,Aluminum,49.18,5,1100,270490.0,4,216392.0,54098.0
P031,21,Slab,267,8,268,Aluminum,58.0,21,1100,1339800.0,17,1084600.0,255200.0
P003,26,Slab,109,3,109,Steel,41.56,17,850,600542.0,12,423912.0,176630.0
P008,17,Slab,348,8,353,Steel,67.6,9,850,517140.0,8,459679.99999999994,57460.00000000006
P024,3,Slab,48,5,47,Steel,76.52,11,850,715461.9999999999,10,650420.0,65041.99999999988
P015,14,Column,301,8,300,Steel,81.2,13,850,897260.0000000001,8,552160.0,345100.0000000001
P043,13,Wall,95,4,100,Aluminum,72.45,18,1100,1434510.0000000002,15,1195425.0,239085.00000000023
P031,27,Slab,33,7,35,Timber,39.7,23,600,547860.0,18,428760.0,119100.0
P073,1,Beam,118,9,123,Timber,39.75,5,600,119250.0,5,119250.0,0.0
P045,17,Wall,132,8,135,Steel,41.31,7,850,245794.5,6,210681.0,35113.5
P066,34,Wall,251,9,256,Aluminum,13.4,20,1100,294800.0,15,221100.0,73700.0
P008,14,Slab,303,8,305,Aluminum,94.87,12,1100,1252284.0,9,939213.0,313071.0
P071,17,Wall,122,9,121,Steel,27.62,11,850,258247.0,10,234770.0,23477.0
P057,3,Beam,218,4,222,Aluminum,24.33,15,1100,401445.0,12,321156.0,80289.0
P080,34,Beam,53,9,58,Timber,59.71,19,600,680694.0,14,501564.00000000006,179129.99999999994
P099,25,Beam,126,6,127,Steel,14.27,17,850,206201.5,16,194072.0,12129.5
P030,2,Wall,159,6,164,Aluminum,85.41,24,1100,2254824.0,16,1503216.0,751608.0
P074,34,Wall,159,6,160,Aluminum,88.86,10,1100,977460.0,7,684222.0,293238.0
P018,26,Slab,283,8,286,Aluminum,45.8,9,1100,453420.0,9,453420.0,0.0
P069,31,Wall,89,5,87,Steel,97.43,8,850,662524.0,7,579708.5,82815.5
P093,9,Wall,176,4,176,Timber,39.18,23,600,540684.0,18,423144.0,117540.0
P039,30,Slab,292,8,297,Aluminum,33.42,19,1100,698478.0,12,441144.0,257334.0
P060,20,Beam,159,9,162,Steel,99.07,9,850,757885.4999999999,7,589466.5,168418.99999999988
P098,21,Slab,249,3,250,Steel,32.53,15,850,414757.50000000006,11,304155.50000000006,110602.0
P043,29,Column,357,8,357,Aluminum,49.98,22,1100,1209516.0,17,934626.0,274890.0
P045,25,Wall,122,6,127,Steel,65.07,14,850,774332.9999999999,11,608404.5,165928.49999999988
P023,25,Wall,237,4,239,Timber,39.03,20,600,468360.0,15,351270.0,117090.0
P069,9,Column,125,3,126,Timber,44.58,8,600,213984.0,8,213984.0,0.0
P094,26,Column,315,4,316,Steel,74.87,23,850,1463708.5000000002,21,1336429.5,127279.00000000023
P006,16,Column,279,5,280,Aluminum,75.07,9,1100,743192.9999999999,6,495461.99999999994,247730.99999999994
P056,12,Slab,355,6,353,Timber,82.33,19,600,938562.0,13,642174.0,296388.0
P004,24,Beam,324,7,327,Aluminum,63.43,10,1100,697730.0,9,627957.0,69773.0
P093,26,Slab,92,8,94,Steel,31.02,6,850,158202.0,5,131835.0,26367.0
P023,20,Column,105,9,104,Timber,39.98,14,600,335831.99999999994,11,263868.0,71963.99999999994
P006,9,Slab,42,6,40,Aluminum,91.06,24,1100,2403984.0,21,2103486.0,300498.0
P032,23,Wall,129,6,127,Steel,76.04,10,850,646340.0000000001,8,517072.00000000006,129268.00000000006
P018,29,Slab,53,5,54,Aluminum,17.92,23,1100,453376.0,14,275968.0,177408.0
P015,31,Column,168,3,166,Timber,77.83,10,600,466980.0,9,420282.0,46698.0
P040,19,Wall,90,6,93,Steel,39.76,19,850,642124.0,16,540736.0,101388.0
P096,20,Beam,247,3,250,Steel,12.09,5,850,51382.5,4,41106.0,10276.5
P073,23,Slab,174,3,177,Aluminum,53.54,12,1100,706728.0,11,647833.9999999999,58894.00000000012
P074,27,Slab,87,5,86,Aluminum,89.51,15,1100,1476915.0,13,1279993.0000000002,196921.99999999977
P084,30,Column,150,6,148,Steel,49.99,18,850,764847.0,13,552389.5,212457.5
P006,21,Beam,249,8,254,Timber,98.99,5,600,296970.0,4,237576.0,59394.0
P063,7,Wall,115,5,119,Timber,26.03,18,600,281124.0,13,203034.0,78090.0
P067,22,Column,180,5,183,Aluminum,41.58,14,1100,640332.0,13,594594.0,45738.0
P011,10,Column,120,7,118,Aluminum,11.5,21,1100,265650.0,16,202400.0,63250.0
P043,23,Slab,28,8,29,Aluminum,14.53,15,1100,239745.0,11,175812.99999999997,63932.00000000003
P017,15,Beam,309,5,311,Timber,41.89,14,600,351876.0,10,251340.0,100536.0
P096,30,Column,117,7,120,Timber,57.55,19,600,656070.0,14,483419.99999999994,172650.00000000006
P004,34,Slab,191,3,190,Aluminum,31.34,16,1100,551584.0,15,517110.0,34474.0
P063,13,Wall,145,8,146,Aluminum,24.98,7,1100,192346.00000000003,7,192346.00000000003,0.0
P068,4,Column,320,8,318,Steel,47.86,22,850,894982.0000000001,17,691577.0,203405.00000000012
P081,18,Wall,262,3,265,Steel,25.36,11,850,237115.99999999997,10,215560.0,21555.99999999997
P041,23,Wall,142,4,141,Steel,66.78,15,850,851445.0,11,624393.0,227052.0
P083,33,Slab,114,8,118,Steel,95.98,22,850,1794826.0,18,1468494.0,326332.0
P005,34,Beam,273,9,273,Aluminum,82.59,21,1100,1907829.0,19,1726131.0,181698.0
P032,34,Wall,38,4,41,Timber,29.37,20,600,352440.0,15,264330.0,88110.0
P086,17,Column,197,3,201,Timber,95.6,7,600,401519.99999999994,6,344159.99999999994,57360.0
P070,28,Beam,13,6,17,Steel,77.6,17,850,1121319.9999999998,14,923439.9999999999,197879.99999999988
P035,14,Beam,112,4,115,Timber,23.95,12,600,172440.0,10,143700.0,28740.0
P022,34,Slab,137,5,135,Steel,62.15,9,850,475447.5,6,316965.0,158482.5
P065,11,Column,172,8,174,Aluminum,96.98,11,1100,1173458.0,10,1066780.0,106678.0
P084,13,Column,127,9,125,Steel,18.71,23,850,365780.50000000006,20,318070.00000000006,47710.5
P022,33,Slab,362,4,367,Timber,34.39,23,600,474582.0,15,309510.0,165072.0
P011,2,Slab,333,8,335,Timber,43.67,16,600,419232.0,13,340626.0,78606.0
P077,34,Beam,19,3,24,Timber,20.4,13,600,159120.0,11,134640.0,24480.0
P003,29,Wall,208,6,213,Aluminum,36.93,21,1100,853083.0,18,731214.0,121869.0
P009,4,Wall,158,3,158,Steel,72.31,14,850,860489.0,9,553171.5,307317.5
P060,12,Wall,160,6,161,Aluminum,52.95,22,1100,1281390.0,18,1048410.0,232980.0
P076,26,Wall,334,8,335,Aluminum,47.9,5,1100,263450.0,4,210760.0,52690.0
P087,28,Column,240,4,245,Steel,48.87,19,850,789250.5,14,581553.0,207697.5
P014,3,Column,79,5,84,Timber,78.37,15,600,705330.0000000001,12,564264.0,141066.00000000012
P097,20,Slab,332,5,336,Timber,99.22,8,600,476256.0,5,297660.0,178596.0
P018,10,Slab,357,3,360,Timber,62.98,10,600,377880.0,7,264516.0,113364.0
P073,18,Wall,331,8,332,Timber,77.64,17,600,791928.0000000001,15,698760.0,93168.00000000012
P023,27,Slab,197,6,196,Aluminum,43.53,12,1100,574596.0,11,526713.0,47883.0
P074,31,Column,120,4,122,Steel,87.46,11,850,817751.0,8,594728.0,223023.0
P083,27,Wall,248,9,246,Steel,47.83,9,850,365899.5,7,284588.5,81311.0
P047,1,Wall,139,6,138,Steel,94.16,9,850,720324.0,8,640288.0,80036.0
P069,6,Column,226,6,225,Aluminum,76.92,20,1100,1692240.0,14,1184568.0000000002,507671.99999999977
P047,11,Beam,83,6,81,Timber,73.67,10,600,442020.0,9,397818.0,44202.0
P087,34,Wall,26,8,26,Timber,36.11,20,600,433320.0,15,324990.0,108330.0
P030,20,Slab,128,4,132,Steel,81.65,19,850,1318647.5,18,1249245.0,69402.5
P025,21,Beam,223,8,224,Timber,19.48,10,600,116880.0,8,93504.0,23376.0
P028,21,Column,339,9,339,Aluminum,58.42,12,1100,771144.0,8,514096.0,257048.0
P098,18,Beam,44,6,44,Timber,76.18,7,600,319956.0,5,228540.00000000003,91415.99999999997
P025,21,Beam,84,9,85,Timber,89.52,13,600,698256.0,8,429696.0,268560.0
P074,19,Wall,25,9,30,Timber,61.27,13,600,477906.0,11,404382.0,73524.0
P078,4,Beam,220,8,220,Steel,33.25,9,850,254362.5,7,197837.5,56525.0
P058,13,Slab,293,5,292,Aluminum,86.4,23,1100,2185920.0,14,1330560.0000000002,855359.9999999998
P094,18,Wall,204,3,209,Steel,79.12,20,850,1345040.0,13,874276.0,470764.0
P041,29,Column,193,7,196,Aluminum,23.82,20,1100,524040.0,14,366828.0,157212.0
P025,25,Slab,2,6,0,Steel,88.51,22,850,1655137.0,16,1203736.0,451401.0
P078,13,Wall,202,9,207,Aluminum,96.39,16,1100,1696464.0,15,1590435.0,106029.0
P099,27,Beam,354,5,357,Aluminum,58.4,20,1100,1284800.0,16,1027840.0,256960.0
P048,19,Slab,32,8,37,Steel,13.45,9,850,102892.5,8,91460.0,11432.5
P098,1,Wall,89,9,94,Steel,92.41,7,850,549839.5,5,392742.49999999994,157097.00000000006
P010,19,Wall,202,5,207,Timber,21.05,11,600,138930.0,8,101040.0,37890.0
P099,1,Column,178,3,183,Aluminum,66.98,24,1100,1768272.0,21,1547238.0000000002,221033.99999999977
P075,17,Wall,193,3,192,Aluminum,46.08,18,1100,912383.9999999999,14,709632.0,202751.99999999988
P011,21,Column,160,7,163,Aluminum,99.28,20,1100,2184160.0,16,1747328.0,436832.0
P085,22,Beam,293,7,292,Aluminum,92.54,5,1100,508970.00000000006,4,407176.0,101794.00000000006
P021,15,Wall,204,9,206,Aluminum,80.61,9,1100,798039.0,8,709368.0,88671.0
P086,32,Wall,241,7,242,Timber,27.93,12,600,201095.99999999997,10,167580.0,33515.99999999997
P045,4,Beam,115,4,116,Timber,72.93,6,600,262548.0,5,218790.00000000003,43757.99999999997
P007,32,Wall,210,4,213,Timber,61.49,11,600,405834.0,8,295152.0,110682.0
P081,4,Wall,222,5,221,Aluminum,22.18,10,1100,243980.0,9,219582.0,24398.0
P064,1,Slab,182,8,183,Steel,81.52,14,850,970088.0,10,692920.0,277168.0
P064,33,Column,259,3,264,Steel,17.78,7,850,105791.0,5,75565.0,30226.0
P002,7,Wall,40,6,42,Aluminum,53.34,10,1100,586740.0000000001,9,528066.0000000001,58674.0
P076,9,Wall,330,3,335,Timber,48.39,23,600,667782.0,18,522612.0,145170.0
P042,1,Column,322,4,325,Steel,82.56,6,850,421056.0,6,421056.0,0.0
P082,16,Slab,60,5,58,Steel,48.48,23,850,947784.0,16,659328.0,288456.0
P054,18,Column,11,6,11,Timber,72.49,21,600,913374.0,19,826386.0,86988.0
P075,6,Wall,120,7,124,Aluminum,53.04,8,1100,466752.0,7,408407.99999999994,58344.00000000006
P016,2,Beam,42,7,43,Aluminum,62.38,7,1100,480326.0,5,343090.00000000006,137235.99999999994
P018,9,Beam,190,4,189,Aluminum,31.69,18,1100,627462.0000000001,16,557744.0,69718.00000000012
P099,4,Slab,123,5,124,Aluminum,28.22,7,1100,217294.0,7,217294.0,0.0
P059,23,Slab,189,9,188,Aluminum,73.89,15,1100,1219185.0,13,1056627.0,162558.0
P090,8,Wall,252,8,255,Steel,21.01,14,850,250019.00000000003,9,160726.5,89292.50000000003
P016,25,Slab,92,3,95,Timber,25.84,7,600,108528.0,5,77520.0,31008.0
P006,16,Wall,213,4,213,Steel,94.69,13,850,1046324.5,9,724378.5,321946.0
P057,17,Beam,318,8,323,Steel,32.8,20,850,557600.0,18,501840.0,55760.0
P047,18,Slab,202,8,203,Steel,39.1,22,850,731170.0,19,631465.0,99705.0
P048,27,Wall,268,3,268,Timber,66.99,9,600,361746.0,8,321552.0,40194.0
P042,15,Column,155,6,154,Steel,49.63,19,850,801524.5,16,674968.0,126556.5
P076,17,Slab,195,3,197,Steel,60.31,20,850,1025270.0,16,820216.0,205054.0
P060,5,Wall,28,6,30,Aluminum,23.01,22,1100,556842.0,16,404976.0,151866.0
P077,16,Wall,194,8,198,Timber,70.52,10,600,423119.99999999994,9,380807.99999999994,42312.0
P004,15,Column,223,5,221,Aluminum,24.09,8,1100,211992.0,8,211992.0,0.0
P002,34,Beam,107,4,106,Aluminum,77.3,17,1100,1445510.0,15,1275450.0,170060.0
P090,19,Column,149,3,148,Steel,57.13,5,850,242802.50000000003,5,242802.50000000003,0.0
P059,8,Wall,135,5,140,Aluminum,83.46,6,1100,550836.0,5,459029.99999999994,91806.00000000006
P027,10,Column,95,5,94,Steel,25.54,19,850,412471.0,14,303926.0,108545.0
P027,5,Column,270,3,273,Aluminum,43.98,8,1100,387024.0,7,338645.99999999994,48378.00000000006
P079,26,Wall,126,7,129,Timber,86.21,17,600,879342.0,13,672438.0,206904.0
P072,22,Beam,359,8,361,Timber,81.88,18,600,884304.0,14,687792.0,196512.0
P007,23,Column,329,7,331,Aluminum,96.92,19,1100,2025628.0,16,1705792.0,319836.0
P063,13,Column,318,6,322,Steel,29.98,12,850,305796.0,11,280313.0,25483.0
P046,9,Slab,12,5,16,Steel,58.51,13,850,646535.5,12,596802.0,49733.5
P063,20,Slab,294,4,296,Steel,11.61,9,850,88816.5,6,59211.0,29605.5
P012,28,Wall,295,4,296,Aluminum,96.87,7,1100,745899.0,5,532785.0,213114.0
P013,24,Wall,342,5,343,Steel,25.76,11,850,240856.0,8,175168.0,65688.0
P043,33,Wall,4,7,6,Aluminum,91.42,12,1100,1206744.0,10,1005620.0,201124.0
P017,20,Slab,304,8,304,Timber,71.05,20,600,852600.0,17,724710.0,127890.0
P063,30,Wall,316,5,317,Steel,94.32,21,850,1683611.9999999998,16,1282752.0,400859.99999999977
P081,9,Column,168,9,171,Aluminum,32.34,14,1100,498036.00000000006,10,355740.00000000006,142296.0
P036,17,Column,8,6,9,Steel,41.06,5,850,174505.0,4,139604.0,34901.0
P085,14,Beam,124,5,125,Aluminum,24.8,23,1100,627440.0,16,436480.0,190960.0
