project_id,floor_no,element_type,planned_start_day,cycle_time_days,actual_start_day
P018,29,Slab,53,5,54
P015,31,Column,168,3,166
P040,19,Wall,90,6,93
P096,20,Beam,247,3,250
P073,23,Slab,174,3,177
P074,27,Slab,87,5,86
P084,30,Column,150,6,148
P006,21,Beam,249,8,254
P063,7,Wall,115,5,119
P067,22,Column,180,5,183
P011,10,Column,120,7,118
P043,23,Slab,28,8,29
P017,15,Beam,309,5,311
P096,30,Column,117,7,120
P004,34,Slab,191,3,190
P063,13,Wall,145,8,146
P068,4,Column,320,8,318
P081,18,Wall,262,3,265
P041,23,Wall,142,4,141
P083,33,Slab,114,8,118
P005,34,Beam,273,9,273
P032,34,Wall,38,4,41
P086,17,Column,197,3,201
P070,28,Beam,13,6,17
P035,14,Beam,112,4,115
P022,34,Slab,137,5,135
P065,11,Column,172,8,174
P084,13,Column,127,9,125
P022,33,Slab,362,4,367
P011,2,Slab,333,8,335
P077,34,Beam,19,3,24
P003,29,Wall,208,6,213
P009,4,Wall,158,3,158
P060,12,Wall,160,6,161
P076,26,Wall,334,8,335
P087,28,Column,240,4,245
P014,3,Column,79,5,84
P097,20,Slab,332,5,336
P018,10,Slab,357,3,360
P073,18,Wall,331,8,332
P023,27,Slab,197,6,196
P074,31,Column,120,4,122
P083,27,Wall,248,9,246
P047,1,Wall,139,6,138
P069,6,Column,226,6,225
P047,11,Beam,83,6,81
P087,34,Wall,26,8,26
P030,20,Slab,128,4,132
P025,21,Beam,223,8,224
P028,21,Column,339,9,339
P098,18,Beam,44,6,44
P025,21,Beam,84,9,85
P074,19,Wall,25,9,30
P078,4,Beam,220,8,220
P058,13,Slab,293,5,292
P094,18,Wall,204,3,209
P041,29,Column,193,7,196
P025,25,Slab,2,6,0
P078,13,Wall,202,9,207
P099,27,Beam,354,5,357
P048,19,Slab,32,8,37
P098,1,Wall,89,9,94
P010,19,Wall,202,5,207
P099,1,Column,178,3,183
P075,17,Wall,193,3,192
P011,21,Column,160,7,163
P085,22,Beam,293,7,292
P021,15,Wall,204,9,206
P086,32,Wall,241,7,242
P045,4,Beam,115,4,116
P007,32,Wall,210,4,213
P081,4,Wall,222,5,221
P064,1,Slab,182,8,183
P064,33,Column,259,3,264
P002,7,Wall,40,6,42
P076,9,Wall,330,3,335
P042,1,Column,322,4,325
P082,16,Slab,60,5,58
P054,18,Column,11,6,11
P075,6,Wall,120,7,124
P016,2,Beam,42,7,43
P018,9,Beam,190,4,189
P099,4,Slab,123,5,124
P059,23,Slab,189,9,188
P090,8,Wall,252,8,255
P016,25,Slab,92,3,95
P006,16,Wall,213,4,213
P057,17,Beam,318,8,323
P047,18,Slab,202,8,203
P048,27,Wall,268,3,268
P042,15,Column,155,6,154
P076,17,Slab,195,3,197
P060,5,Wall,28,6,30
P077,16,Wall,194,8,198
P004,15,Column,223,5,221
P002,34,Beam,107,4,106
P090,19,Column,149,3,148
P059,8,Wall,135,5,140
P027,10,Column,95,5,94
P027,5,Column,270,3,273
P079,26,Wall,126,7,129
P072,22,Beam,359,8,361
P007,23,Column,329,7,331
P063,13,Column,318,6,322
P046,9,Slab,12,5,16
P063,20,Slab,294,4,296
P012,28,Wall,295,4,296
P013,24,Wall,342,5,343
P043,33,Wall,4,7,6
P017,20,Slab,304,8,304
P063,30,Wall,316,5,317
P081,9,Column,168,9,171
P036,17,Column,8,6,9
P085,14,Beam,124,5,125
P008,19,Wall,314,3,315
P069,7,Column,185,7,189
P090,3,Column,35,3,39
P080,33,Beam,73,3,71
P036,32,Column,13,5,14
P028,11,Beam,39,8,39
P093,2,Beam,84,5,88
P047,26,Slab,21,8,19
P076,4,Column,253,4,256
P030,17,Slab,303,8,306
P023,17,Column,258,3,259
P016,28,Slab,300,5,299
P014,30,Beam,30,4,28
P074,23,Beam,128,9,132
P071,24,Beam,311,3,314
P052,29,Beam,40,4,41
P037,4,Column,97,7,102
P029,29,Wall,224,6,224
P067,19,Column,92,3,97
P015,27,Slab,280,5,282
P100,29,Column,170,8,173
P047,6,Column,284,7,285
P046,23,Slab,222,9,221
P052,8,Beam,117,4,117
P019,2,Slab,248,6,251
P077,13,Slab,361,8,359
P021,21,Wall,349,3,349
P064,31,Wall,354,6,355
P037,27,Beam,89,7,93
P027,23,Slab,78,6,81
P055,21,Slab,74,3,77
P029,13,Slab,14,7,13
P020,26,Column,45,4,48
P025,7,Wall,38,3,42
P070,22,Wall,245,6,245
P063,23,Beam,62,3,65
P036,30,Wall,96,7,101
P002,18,Wall,323,6,323
P022,18,Beam,252,4,254
P096,10,Slab,61,9,65
P016,30,Column,269,9,271
P018,26,Beam,119,8,120
P069,7,Wall,87,5,85
P054,7,Beam,83,4,81
P100,5,Wall,80,3,85
P030,1,Slab,228,5,227
P045,18,Slab,303,8,307
P019,13,Slab,111,8,112
P087,25,Wall,310,7,308
P034,8,Beam,71,8,74
P013,10,Wall,328,9,328
P043,32,Slab,25,6,26
P062,17,Slab,279,6,279
P093,15,Slab,202,7,201
P100,15,Wall,225,8,229
P022,20,Column,267,3,270
P052,15,Slab,283,4,284
P052,6,Beam,117,9,120
P036,30,Slab,67,5,72
P073,8,Wall,47,7,50
P019,31,Beam,241,8,245
P038,32,Wall,178,3,181
P070,15,Column,8,3,7
P079,18,Column,183,5,187
P057,13,Wall,77,7,79
P020,24,Slab,67,4,66
P009,14,Beam,148,9,153
P032,28,Slab,173,4,176
P004,11,Wall,35,7,37
P050,6,Wall,77,6,78
P082,25,Slab,280,9,280
P005,1,Beam,185,8,185
P020,25,Beam,55,4,55
P087,2,Beam,94,6,99
P075,32,Beam,144,7,143
P037,13,Beam,247,8,248
P022,33,Column,200,3,201
P058,32,Column,236,7,238
P068,24,Wall,314,3,315
P093,27,Column,320,7,320
P044,4,Beam,220,9,221
P034,24,Beam,332,6,334
P077,23,Beam,216,8,217
P042,29,Wall,49,6,50
P009,34,Wall,285,8,285
P095,21,Slab,118,9,119
P007,30,Column,82,7,81
P068,26,Column,263,3,267
P019,20,Slab,77,7,79
P094,16,Slab,211,3,213
P031,3,Column,122,6,124
P035,25,Beam,325,5,326
P057,23,Column,90,4,89
P085,1,Beam,258,6,262
P061,33,Wall,161,7,164
P031,15,Column,176,7,179
P083,17,Column,293,3,295
P095,34,Wall,89,4,87
P053,17,Wall,127,8,130
P032,4,Wall,359,6,362
P066,13,Wall,286,9,286
P059,4,Wall,297,4,295
P010,7,Slab,260,4,258
P002,9,Slab,339,6,344
P066,23,Wall,244,3,246
P060,33,Wall,111,8,115
P088,33,Wall,24,3,29
P017,20,Wall,50,9,54
P096,4,Beam,37,3,35
P016,1,Beam,181,5,179
P016,34,Wall,253,4,256
P046,27,Wall,25,5,24
P039,21,Column,349,3,349
P031,24,Wall,125,8,126
P088,15,Wall,31,6,33
P001,25,Slab,237,4,240
P011,9,Beam,227,6,230
P085,17,Wall,348,7,350
P004,21,Beam,38,4,36
P071,13,Beam,58,6,59
P026,3,Column,236,3,239
P050,4,Beam,181,5,182
P012,4,Beam,114,6,115
P095,28,Wall,306,9,308
P081,7,Slab,132,8,137
P097,26,Wall,348,7,350
P075,11,Wall,180,3,184
P092,24,Slab,78,9,83
P096,10,Slab,220,7,223
P065,13,Column,142,8,145
P047,19,Slab,43,8,47
P092,19,Wall,118,5,122
P053,12,Slab,59,7,64
P071,22,Slab,61,8,64
P002,30,Slab,41,6,40
P024,12,Beam,274,8,276
P004,29,Column,188,8,190
P019,21,Beam,335,6,334
P026,11,Beam,187,3,189
P075,18,Column,228,5,226
P040,27,Beam,164,5,162
P050,12,Slab,286,4,290
P043,23,Column,102,9,101
P075,34,Beam,267,4,270
P067,23,Wall,124,6,123
P012,25,Beam,153,8,151
P067,4,Wall,179,7,180
P027,30,Slab,66,8,71
P054,30,Wall,99,8,101
P066,13,Beam,24,7,24
P049,14,Beam,333,3,333
P016,8,Beam,249,5,248
P002,24,Column,165,6,170
P060,18,Column,94,7,94
P054,25,Beam,343,4,348
P030,17,Beam,124,6,125
P084,32,Slab,302,3,302
P038,24,Column,156,6,154
P028,7,Column,349,7,348
P025,13,Column,249,9,252
P096,27,Wall,271,3,271
P010,5,Beam,58,8,60
P060,26,Slab,195,4,199
P042,31,Slab,201,4,205
P040,10,Beam,72,7,77
P097,26,Beam,247,3,252
P077,22,Slab,98,4,97
P042,12,Wall,329,3,334
P047,32,Slab,81,6,82
P037,27,Wall,65,9,63
P080,33,Wall,5,5,9
P022,20,Column,284,5,284
P057,13,Beam,294,5,292
P084,14,Column,81,4,86
P027,22,Wall,87,7,88
P041,18,Slab,293,5,297
P080,29,Column,281,8,284
P034,16,Slab,197,9,197
P032,34,Wall,252,7,255
P090,3,Slab,83,9,88
P089,4,Column,27,5,30
P066,5,Wall,333,6,332
P012,10,Beam,182,9,185
P040,29,Column,135,5,134
P073,32,Column,90,7,93
P076,31,Beam,206,4,210
P090,2,Wall,27,9,29
P073,12,Beam,59,8,60
P010,27,Column,72,6,72
P096,5,Wall,227,7,225
P098,27,Slab,91,3,95
P048,23,Column,68,5,66
P020,33,Slab,362,6,362
P039,4,Beam,260,4,261
P060,21,Wall,146,9,147
P066,24,Beam,63,3,66
P065,31,Slab,343,9,341
P051,24,Column,180,5,180
P036,10,Wall,111,6,114
P024,2,Beam,191,8,191
P027,31,Slab,246,7,251
P002,25,Slab,278,9,283
P031,4,Column,347,5,345
P057,11,Slab,297,6,297
P078,17,Wall,337,5,337
P066,2,Slab,123,8,126
P029,6,Column,57,6,62
P015,9,Beam,160,7,159
P012,5,Wall,127,5,126
P028,20,Beam,225,9,227
P084,29,Beam,95,6,98
P024,21,Slab,311,9,313
P021,9,Slab,6,3,7
P010,28,Column,265,4,264
P078,8,Slab,234,8,233
P018,31,Slab,288,6,287
P088,20,Beam,16,9,15
P014,27,Wall,140,6,141
P034,8,Slab,297,6,295
P058,21,Wall,195,5,196
P076,28,Slab,186,8,184
P022,23,Slab,125,4,127
P070,6,Column,17,8,16
P036,3,Slab,26,5,29
P045,5,Column,213,9,216
P036,9,Beam,1,6,-1
P022,7,Wall,291,8,295
P078,4,Slab,265,6,269
P080,5,Column,343,4,347
P061,11,Beam,38,3,39
P100,15,Slab,233,5,231
P056,34,Column,260,3,260
P089,13,Column,308,8,310
P096,7,Beam,261,6,263
P033,6,Slab,238,9,243
P045,30,Slab,106,9,105
P036,22,Wall,247,6,246
P020,25,Slab,304,7,309
P018,28,Column,343,7,344
P038,20,Wall,38,3,36
P067,3,Wall,308,7,308
P023,5,Slab,343,9,345
P096,1,Wall,46,8,44
P016,15,Column,210,4,210
P059,26,Column,93,8,96
P069,3,Beam,220,3,218
P068,34,Column,256,8,255
P021,5,Beam,137,7,140
P078,31,Wall,231,7,234
P095,13,Beam,306,4,308
P078,1,Slab,202,8,202
P070,22,Beam,66,4,70
P012,15,Slab,38,9,37
P016,26,Wall,155,3,158
P081,18,Beam,105,5,109
P087,9,Column,255,8,256
P014,1,Slab,16,9,17
P061,9,Wall,79,9,78
P071,23,Column,13,8,13
P046,2,Slab,102,4,107
P032,14,Wall,152,7,152
P015,18,Wall,178,3,180
P044,16,Column,87,5,86
P017,29,Wall,88,8,89
P041,11,Beam,29,3,28
P054,6,Wall,363,7,361
P044,3,Slab,321,5,321
P098,14,Slab,100,5,103
P005,2,Slab,115,9,120
P027,32,Beam,210,4,208
P087,31,Column,343,6,344
P078,11,Beam,74,7,74
P079,22,Beam,135,6,136
P043,3,Beam,269,7,270
P097,31,Wall,350,3,351
P031,33,Column,78,6,80
P099,24,Wall,125,9,126
P017,1,Beam,38,8,39
P092,15,Slab,269,9,267
P083,27,Beam,310,9,308
P054,27,Column,106,8,104
P062,12,Slab,44,8,44
P087,3,Column,225,5,227
P032,30,Beam,242,4,242
P040,32,Column,153,9,155
P013,23,Wall,24,7,26
P084,2,Slab,124,4,123
P035,7,Column,285,7,288
P005,34,Slab,348,8,347
P073,32,Slab,261,5,260
P029,32,Beam,146,5,148
P070,14,Beam,191,5,193
P025,3,Slab,165,5,165
P095,32,Column,71,9,73
P022,17,Slab,201,5,205
P066,3,Beam,355,8,356
P045,10,Column,12,4,13
P069,18,Slab,52,3,54
P091,3,Beam,256,6,257
P089,10,Slab,302,4,304
P072,9,Slab,360,8,364
P001,11,Slab,300,6,299
P084,33,Column,9,3,14
P044,26,Beam,140,7,142
P087,27,Beam,100,9,99
P096,22,Wall,137,3,141
P075,26,Slab,359,3,357
P039,22,Slab,22,8,23
P054,5,Wall,145,9,149
P088,2,Slab,161,7,159
P075,9,Column,249,6,250
P029,18,Wall,175,9,179
P054,12,Beam,88,5,92
P090,3,Slab,33,7,36
P016,18,Beam,271,7,274
P099,7,Slab,283,3,286
P020,33,Wall,226,7,224
P046,6,Beam,112,9,116
P067,18,Slab,82,4,85
P065,22,Column,213,9,218
P058,9,Wall,304,5,306
P053,23,Slab,8,9,11
P001,12,Slab,134,3,132
P081,24,Slab,118,6,122
P066,9,Wall,84,6,85
P029,13,Slab,258,6,258
P084,17,Slab,243,6,244
P070,7,Beam,237,6,237
P008,17,Beam,150,3,152
P029,24,Wall,21,4,25
P051,2,Wall,134,4,135
P033,28,Column,96,6,94
P003,19,Slab,13,4,15
P060,33,Beam,1,5,6
P035,21,Beam,150,4,151
P069,10,Slab,117,9,119
P091,9,Slab,152,7,157
P076,6,Wall,64,6,68
P084,18,Column,150,9,154
P020,19,Column,317,7,317
P073,5,Wall,364,7,366
P039,25,Wall,12,6,16
P004,11,Beam,90,8,88
P019,10,Wall,83,3,84
P091,17,Column,250,8,250
P045,26,Beam,33,4,35
P043,31,Column,149,8,148
P013,32,Slab,128,5,128
P013,21,Column,100,8,100
P060,18,Beam,362,8,360
P057,18,Column,328,3,326
P086,1,Beam,212,5,217
P092,14,Beam,74,8,76
P052,8,Wall,96,6,101
P053,2,Column,92,4,91
P086,15,Wall,330,8,335
P043,34,Wall,328,3,328
P083,1,Column,175,6,177
P072,21,Beam,225,3,228
P072,1,Slab,315,7,314
P042,32,Column,175,8,177
P090,20,Wall,56,4,56
P026,30,Wall,269,4,271
P023,7,Beam,35,6,33
P043,22,Wall,119,6,117
P077,10,Slab,56,6,57
P028,8,Wall,309,4,308
P009,27,Beam,357,8,360
P020,10,Column,316,7,316
P056,14,Beam,105,4,104
P083,11,Wall,176,6,174
P039,6,Beam,106,5,109
P051,21,Wall,80,8,80
P012,33,Beam,163,7,168
P079,19,Column,267,4,268
P095,24,Wall,51,5,49
P055,18,Slab,279,8,277
P078,19,Slab,303,9,306
P011,24,Slab,75,9,74
P026,34,Slab,349,7,353
P042,22,Wall,127,9,129
P027,4,Wall,246,4,250
P011,10,Column,312,9,317
P038,2,Beam,234,8,233
P098,8,Wall,155,8,153
P043,33,Slab,73,6,72
P019,28,Wall,137,4,139
P064,10,Slab,274,8,275
P006,1,Column,44,7,44
P046,34,Beam,247,6,245
P042,3,Wall,149,8,148
P092,9,Beam,56,3,54
P065,5,Slab,176,5,176
P099,10,Slab,356,8,361
P072,12,Beam,257,9,256
P059,18,Column,301,6,306
P052,21,Beam,63,6,64
P047,21,Beam,314,7,314
P007,1,Wall,63,8,65
P011,3,Wall,294,8,296
P061,5,Slab,29,7,27
P068,25,Wall,40,5,42
P025,8,Column,147,7,146
P012,17,Column,88,6,93
P026,9,Column,56,5,58
P012,32,Slab,300,9,301
P043,6,Column,193,5,196
P051,21,Column,100,4,99
P037,7,Wall,215,6,218
P046,7,Slab,141,6,146
P053,27,Beam,49,7,47
P088,8,Column,115,6,120
P080,9,Wall,229,8,227
P013,28,Beam,252,7,256
P089,15,Column,75,9,77
P054,2,Beam,191,6,193
P057,7,Beam,199,8,197
P004,18,Slab,163,4,162
P075,22,Slab,139,6,139
P096,10,Column,49,4,47
P049,33,Column,363,9,367
P007,7,Slab,115,6,116
P011,3,Column,168,6,173
P092,14,Column,277,3,276
P054,13,Slab,47,9,52
P087,16,Beam,259,8,259
P045,16,Column,216,6,220
P023,5,Wall,230,4,234
P028,25,Slab,127,5,127
P057,26,Column,323,4,327
P026,13,Column,318,8,317
P025,26,Slab,225,6,223
P054,1,Wall,150,7,155
P029,8,Wall,287,3,287
P083,4,Slab,46,7,47
P097,21,Wall,301,3,304
P036,22,Column,14,3,13
P014,3,Wall,121,7,123
P078,19,Column,191,8,194
P035,1,Beam,333,6,331
P030,29,Wall,344,4,348
P092,23,Beam,166,7,165
P017,33,Slab,117,5,118
P067,23,Wall,124,3,127
P080,5,Column,54,4,57
P030,7,Wall,304,9,304
P093,6,Slab,357,9,355
P045,22,Slab,271,5,269
P079,13,Column,199,4,198
P089,12,Wall,216,6,221
P051,4,Beam,113,5,112
P047,8,Slab,16,8,17
P053,31,Slab,216,8,220
P064,26,Column,135,7,139
P038,8,Wall,43,4,45
P064,33,Beam,252,9,257
P087,29,Wall,284,8,283
P089,5,Wall,322,8,325
P007,28,Beam,98,7,97
P022,17,Column,60,7,59
P081,23,Slab,230,8,234
P082,9,Column,131,4,132
P041,2,Column,159,4,159
P074,32,Wall,312,3,317
P010,31,Beam,84,3,86
P057,7,Slab,208,5,209
P007,30,Wall,174,9,173
P050,3,Slab,288,5,288
P091,9,Wall,81,5,80
P052,10,Beam,18,3,19
P033,26,Slab,196,7,201
P001,1,Slab,291,8,289
P053,30,Column,360,6,365
P060,15,Wall,356,6,361
P034,25,Wall,279,9,278
P004,6,Wall,254,8,259
P017,18,Column,142,4,147
P004,1,Column,165,3,169
P043,3,Slab,5,4,5
P090,17,Wall,251,6,253
P004,8,Wall,150,4,148
P001,17,Slab,28,3,27
P071,25,Slab,237,3,236
P094,12,Slab,132,3,132
P050,29,Beam,306,6,310
P073,25,Beam,358,3,362
P061,25,Slab,285,5,283
P035,29,Column,293,5,291
P008,11,Column,163,9,168
P024,4,Wall,227,8,225
P083,14,Beam,130,9,135
P036,17,Beam,58,3,57
P050,2,Slab,146,5,144
P043,8,Slab,362,3,361
P027,10,Slab,312,6,317
P032,7,Slab,122,5,121
P078,16,Slab,192,6,195
P018,14,Column,245,5,243
P028,16,Column,103,7,104
P029,25,Slab,250,7,255
P016,4,Column,22,8,26
P099,29,Slab,60,8,62
P047,6,Slab,238,8,240
P059,1,Beam,340,9,341
P031,1,Column,336,6,334
P004,3,Column,134,5,133
P037,1,Beam,337,7,337
P017,1,Column,262,3,263
P039,21,Beam,342,4,344
P048,30,Wall,338,7,340
P046,32,Column,42,9,41
P090,33,Slab,74,7,76
P048,22,Beam,297,3,299
P039,30,Slab,319,7,318
P004,4,Slab,22,7,20
P030,23,Column,220,7,224
P030,25,Beam,79,8,82
P022,12,Wall,235,8,240
P075,17,Slab,157,5,161
P066,15,Slab,327,8,329
P012,10,Wall,114,7,117
P094,29,Beam,290,4,293
P036,12,Column,96,9,94
P018,1,Slab,130,8,135
P090,1,Column,109,5,109
P053,10,Beam,75,9,73
P071,18,Wall,275,5,280
P001,2,Column,20,6,19
P058,8,Beam,161,7,160
P090,22,Column,209,9,208
P087,22,Column,94,4,96
P090,26,Slab,82,4,83
P006,26,Column,352,6,354
P070,9,Slab,104,4,102
P044,21,Beam,237,9,237
P072,31,Beam,260,5,260
P024,6,Slab,160,3,160
P086,14,Wall,348,5,353
P019,33,Column,61,8,64
P018,7,Beam,38,3,38
P095,24,Beam,118,4,121
P030,9,Wall,312,7,313
P042,11,Beam,168,9,172
P033,23,Slab,337,3,337
P074,2,Wall,362,5,365
P012,15,Beam,69,5,71
P094,28,Wall,83,8,88
P027,4,Wall,235,5,240
P039,10,Beam,42,9,42
P009,6,Beam,99,9,104
P021,30,Beam,130,8,129
P076,10,Wall,28,5,26
P029,32,Slab,233,6,235
P033,3,Slab,229,4,230
P062,26,Column,117,7,119
P015,15,Beam,326,8,325
P002,17,Slab,107,6,107
P052,27,Column,325,4,325
P044,18,Column,295,9,300
P054,19,Beam,160,8,165
P018,12,Column,4,3,5
P003,24,Slab,149,6,153
P007,5,Column,234,8,239
P043,24,Column,254,9,252
P082,27,Slab,248,6,248
P038,30,Column,338,6,341
P037,15,Column,353,6,354
P058,34,Wall,70,3,74
P033,27,Column,203,5,208
P059,20,Column,302,9,306
P095,32,Wall,148,6,152
P011,4,Wall,221,4,221
P068,5,Wall,186,5,189
P082,8,Beam,355,3,359
P068,22,Beam,336,7,338
P098,7,Slab,48,3,49
P093,22,Column,263,7,264
P088,30,Slab,296,4,297
P022,16,Beam,315,7,315
P066,15,Column,292,8,293
P044,5,Column,172,6,174
P006,3,Wall,364,5,362
P042,23,Beam,31,9,29
P025,10,Column,170,8,169
P057,5,Wall,44,5,46
P085,23,Column,43,6,45
P055,15,Beam,134,5,135
P016,18,Slab,349,3,353
P095,25,Slab,219,6,224
P014,8,Column,86,6,85
P039,31,Wall,251,5,254
P028,21,Wall,265,9,268
P096,2,Wall,11,8,13
P092,22,Beam,80,7,82
P051,8,Slab,109,9,111
P049,23,Slab,118,9,118
P009,32,Column,252,4,257
P058,8,Slab,18,9,20
P045,4,Wall,256,7,259
P022,30,Beam,245,3,245
P032,19,Wall,153,6,157
P069,23,Wall,97,6,100
P087,18,Slab,186,3,188
P069,29,Beam,30,4,34
P042,23,Beam,115,6,118
P053,33,Wall,241,7,239
P096,18,Column,257,3,261
P059,33,Slab,353,6,353
P074,7,Column,113,7,118
P039,28,Wall,335,3,340
P015,1,Slab,29,3,33
P071,34,Column,322,3,322
P029,19,Column,226,4,230
P003,31,Column,244,3,245
P083,13,Slab,361,9,363
P010,24,Column,19,8,24
P092,5,Beam,322,5,321
P029,23,Wall,112,5,116
P079,19,Slab,212,3,211
P035,1,Beam,233,6,232
P006,33,Column,159,9,158
P012,33,Wall,60,9,65
P038,32,Column,324,5,329
P077,28,Beam,93,7,91
P093,12,Column,248,7,247
P019,9,Slab,158,6,161
P067,11,Beam,141,7,142
P008,33,Slab,220,8,219
P008,19,Wall,306,6,307
P084,34,Slab,89,7,89
P047,7,Slab,155,3,159
P004,31,Column,233,9,236
P051,2,Column,193,7,195
P085,19,Beam,99,9,104
P067,32,Wall,113,3,117
P045,10,Beam,107,7,111
P008,8,Wall,24,7,23
P087,26,Wall,281,7,282
P016,30,Slab,204,3,207
P077,11,Column,11,7,12
P067,20,Wall,350,7,352
P009,20,Column,316,9,321
P060,9,Wall,205,8,205
P078,8,Column,25,4,24
P077,15,Beam,140,3,141
P071,34,Column,123,8,127
P015,24,Slab,11,5,10
P071,33,Wall,266,9,269
P098,27,Slab,81,6,79
P041,21,Wall,310,9,314
P022,5,Slab,109,4,110
P024,21,Wall,208,8,208
P044,4,Column,319,8,322
P001,16,Wall,244,7,246
P010,31,Slab,276,5,277
P080,26,Slab,261,5,259
P072,6,Wall,297,7,299
P056,33,Wall,63,8,63
P089,21,Beam,184,9,183
P050,16,Beam,32,8,31
P012,34,Column,283,7,284
P089,15,Column,324,4,326
P081,6,Column,361,3,359
P060,2,Column,7,4,5
P026,24,Column,174,3,174
P078,28,Wall,359,5,362
P041,1,Beam,146,6,148
P036,1,Wall,252,7,254
P023,28,Beam,166,4,165
P043,20,Beam,103,5,108
P006,8,Slab,193,4,197
P069,1,Slab,17,8,17
P043,26,Beam,90,3,90
P025,25,Wall,86,7,89
P018,10,Beam,103,8,103
P062,12,Column,82,3,84
P013,7,Wall,126,8,130
P043,12,Wall,38,3,37
P078,17,Beam,348,3,348
P028,5,Column,213,8,218
P018,14,Beam,319,5,324
P059,34,Column,225,7,224
P060,17,Wall,222,6,225
P063,1,Beam,247,4,252
P057,15,Column,136,9,136
P092,19,Slab,286,3,288
P051,5,Wall,231,7,230
P056,19,Wall,320,4,321
P027,5,Slab,9,7,13
P032,12,Column,225,8,228
P009,19,Wall,313,4,313
P096,12,Column,107,7,109
P084,12,Slab,187,6,186
P092,18,Beam,221,9,219
P097,34,Wall,95,7,97
P068,33,Wall,195,9,197
P046,18,Column,242,7,247
P098,29,Wall,230,9,228
P067,5,Beam,331,3,329
P026,25,Slab,5,9,9
P008,24,Wall,351,9,352
P006,29,Slab,4,3,5
P080,33,Column,264,3,269
P024,10,Beam,253,8,254
P048,33,Wall,163,9,165
P094,23,Slab,141,7,145
P045,11,Beam,296,6,298
P013,24,Slab,19,4,21
P069,24,Column,82,3,87
P025,7,Beam,4,5,5
P020,21,Beam,128,7,127
P082,20,Column,187,6,191
P082,10,Column,146,6,151
P066,25,Wall,152,3,157
P074,15,Column,363,8,365
P045,6,Column,93,3,95
P047,2,Slab,31,8,33
P063,12,Beam,314,5,315
P076,4,Slab,28,5,28
P077,23,Column,137,3,138
P055,13,Wall,90,4,95
P075,17,Slab,49,9,49
P019,31,Slab,258,3,263
P035,16,Beam,6,3,7
P053,26,Beam,29,6,33
P026,28,Beam,156,3,161
P014,1,Wall,263,3,262
P045,12,Wall,34,3,33
P044,20,Column,237,4,239
P088,2,Column,138,6,139
P065,15,Beam,57,7,57
P051,22,Slab,175,7,175
P043,32,Beam,214,7,213
P086,20,Column,27,7,29
P023,33,Slab,295,6,300
P056,15,Column,119,3,123
P019,3,Wall,147,7,147
P082,29,Beam,356,3,357
P076,27,Beam,265,9,267
P055,5,Slab,258,9,261
P092,31,Beam,348,7,349
P092,22,Column,189,4,190
P060,7,Column,315,3,320
P059,6,Wall,231,6,230
P033,26,Column,198,8,202
P019,1,Slab,239,4,244
P028,19,Column,327,8,332
P052,7,Wall,70,4,71
P049,12,Wall,252,6,257
P037,20,Beam,193,4,191
P026,23,Slab,25,9,27
P099,25,Column,70,3,68
P098,30,Wall,156,5,160
P099,29,Column,146,5,151
P040,31,Wall,319,7,320
P080,18,Beam,219,9,224
P038,19,Wall,49,7,50
P077,4,Beam,194,3,193
P087,1,Slab,40,6,39
P054,15,Column,85,3,88
P022,8,Column,343,7,348
P016,15,Beam,336,4,335
P028,15,Slab,4,8,7
P035,22,Beam,290,9,294
P060,18,Wall,247,3,251
P045,16,Beam,5,3,4
P046,2,Slab,226,6,229
P072,20,Wall,150,7,150
P055,16,Column,238,3,237
P086,3,Column,148,4,149
P085,30,Column,103,8,106
P026,2,Slab,175,4,176
P085,26,Slab,236,5,239
P025,5,Slab,34,7,36
P065,2,Slab,172,4,175
P006,20,Slab,6,6,4
P023,34,Wall,285,8,288
P064,34,Beam,225,7,228
P087,20,Column,53,4,58
P043,25,Slab,257,3,257
P023,20,Column,59,7,59
P096,25,Slab,246,4,251
P030,14,Column,7,9,11
P077,12,Beam,214,3,216
P018,5,Column,78,5,80
P087,2,Column,189,8,188
P079,16,Slab,307,7,309
P097,30,Wall,216,7,216
P021,24,Wall,283,4,281
P057,30,Column,319,5,322
P023,11,Wall,61,6,59
P091,14,Beam,61,4,61
P045,23,Beam,215,4,220
P044,16,Wall,45,6,44
P082,21,Wall,172,6,177
P088,4,Beam,221,6,219
P047,33,Wall,95,8,98
P040,14,Wall,347,6,350
P051,19,Slab,44,9,42
P042,5,Slab,228,6,227
P007,31,Wall,62,3,60
P050,18,Wall,317,3,322
P048,31,Slab,219,6,220
P084,30,Slab,335,8,339
P091,21,Wall,89,8,89
P006,30,Slab,112,5,110
P091,4,Beam,207,8,205
P009,5,Column,306,9,311
P057,10,Beam,203,9,202
P031,27,Slab,297,5,295
P021,16,Beam,33,6,32
P090,30,Column,215,8,215
P040,13,Slab,12,3,13
P045,21,Beam,2,5,4
P077,15,Beam,363,3,363
P049,20,Column,149,9,147
P087,20,Slab,142,4,146
P020,5,Wall,290,9,291
P092,32,Slab,207,9,209
P017,6,Column,341,3,343
P028,30,Column,192,6,195
P041,26,Column,341,8,344
P066,13,Column,306,9,304
P025,29,Wall,252,8,257
P058,5,Slab,204,7,207
P041,25,Slab,362,6,364
P006,13,Beam,46,4,48
P075,24,Wall,261,8,261
P038,31,Wall,66,3,71
P006,20,Beam,150,5,153
P045,8,Beam,70,9,73
P075,9,Slab,364,6,364
