project_id,floor_no,element_type,planned_start_day,cycle_time_days,actual_start_day,formwork_type,area_sqm,quantity,cost_per_sqm,total_cost
P044,18,Column,295,9,300,Aluminum,91.7,13,1100,1311310.0000000002
P054,19,Beam,160,8,165,Timber,14.18,14,600,119111.99999999999
P018,12,Column,4,3,5,Aluminum,59.82,14,1100,921228.0
P003,24,Slab,149,6,153,Aluminum,13.63,10,1100,149930.0
P007,5,Column,234,8,239,Steel,91.08,8,850,619344.0
P043,24,Column,254,9,252,Timber,48.63,15,600,437670.0
P082,27,Slab,248,6,248,Steel,91.05,24,850,1857419.9999999998
P038,30,Column,338,6,341,Aluminum,26.89,13,1100,384527.0
P037,15,Column,353,6,354,Timber,24.61,16,600,236256.0
P058,34,Wall,70,3,74,Timber,91.75,14,600,770700.0
P033,27,Column,203,5,208,Aluminum,94.45,10,1100,1038950.0
P059,20,Column,302,9,306,Steel,79.01,17,850,1141694.5
P095,32,Wall,148,6,152,Steel,29.98,9,850,229347.0
P011,4,Wall,221,4,221,Timber,25.48,8,600,122304.0
P068,5,Wall,186,5,189,Steel,77.32,7,850,460054.0
P082,8,Beam,355,3,359,Timber,67.13,9,600,362502.0
P068,22,Beam,336,7,338,Steel,88.49,22,850,1654763.0
P098,7,Slab,48,3,49,Aluminum,34.91,7,1100,268807.0
P093,22,Column,263,7,264,Aluminum,36.58,9,1100,362141.99999999994
P088,30,Slab,296,4,297,Aluminum,75.85,13,1100,1084655.0
P022,16,Beam,315,7,315,Timber,34.11,10,600,204660.0
P066,15,Column,292,8,293,Timber,51.61,19,600,588354.0
P044,5,Column,172,6,174,Aluminum,56.81,22,1100,1374802.0000000002
P006,3,Wall,364,5,362,Aluminum,70.23,12,1100,927036.0
P042,23,Beam,31,9,29,Steel,40.99,16,850,557464.0
P025,10,Column,170,8,169,Aluminum,87.25,10,1100,959750.0
P057,5,Wall,44,5,46,Aluminum,46.21,12,1100,609972.0
P085,23,Column,43,6,45,Aluminum,13.72,19,1100,286748.0
P055,15,Beam,134,5,135,Timber,16.03,20,600,192360.0
P016,18,Slab,349,3,353,Timber,97.44,9,600,526176.0
P095,25,Slab,219,6,224,Aluminum,65.98,15,1100,1088670.0
P014,8,Column,86,6,85,Steel,54.18,21,850,967113.0
P039,31,Wall,251,5,254,Steel,88.27,17,850,1275501.5
P028,21,Wall,265,9,268,Aluminum,74.52,24,1100,1967328.0
P096,2,Wall,11,8,13,Timber,26.33,20,600,315959.99999999994
P092,22,Beam,80,7,82,Aluminum,10.66,22,1100,257972.0
P051,8,Slab,109,9,111,Steel,98.39,17,850,1421735.5
P049,23,Slab,118,9,118,Timber,66.63,7,600,279846.0
P009,32,Column,252,4,257,Timber,52.94,7,600,222348.0
P058,8,Slab,18,9,20,Timber,95.02,10,600,570120.0
P045,4,Wall,256,7,259,Aluminum,43.23,19,1100,903506.9999999999
P022,30,Beam,245,3,245,Aluminum,75.03,23,1100,1898259.0
P032,19,Wall,153,6,157,Aluminum,70.31,7,1100,541387.0
P069,23,Wall,97,6,100,Steel,70.93,7,850,422033.50000000006
P087,18,Slab,186,3,188,Timber,70.94,7,600,297948.0
P069,29,Beam,30,4,34,Timber,10.94,22,600,144408.0
P042,23,Beam,115,6,118,Steel,84.19,12,850,858738.0
P053,33,Wall,241,7,239,Steel,93.07,20,850,1582190.0
P096,18,Column,257,3,261,Timber,50.44,7,600,211848.0
P059,33,Slab,353,6,353,Timber,60.44,15,600,543960.0
P074,7,Column,113,7,118,Steel,39.22,20,850,666740.0
P039,28,Wall,335,3,340,Aluminum,80.66,6,1100,532356.0
P015,1,Slab,29,3,33,Aluminum,76.29,5,1100,419595.00000000006
P071,34,Column,322,3,322,Aluminum,76.47,12,1100,1009404.0
P029,19,Column,226,4,230,Steel,76.14,16,850,1035504.0
P003,31,Column,244,3,245,Timber,29.67,23,600,409446.00000000006
P083,13,Slab,361,9,363,Steel,20.13,22,850,376430.99999999994
P010,24,Column,19,8,24,Aluminum,37.97,22,1100,918873.9999999999
P092,5,Beam,322,5,321,Aluminum,61.78,15,1100,1019370.0
P029,23,Wall,112,5,116,Aluminum,45.96,22,1100,1112232.0
P079,19,Slab,212,3,211,Steel,32.43,10,850,275655.0
P035,1,Beam,233,6,232,Steel,12.01,5,850,51042.5
P006,33,Column,159,9,158,Aluminum,20.9,13,1100,298870.0
P012,33,Wall,60,9,65,Aluminum,19.48,24,1100,514272.0
P038,32,Column,324,5,329,Timber,96.1,20,600,1153200.0
P077,28,Beam,93,7,91,Steel,80.09,9,850,612688.5
P093,12,Column,248,7,247,Timber,21.05,23,600,290490.0
P019,9,Slab,158,6,161,Aluminum,52.05,21,1100,1202355.0
P067,11,Beam,141,7,142,Aluminum,68.9,12,1100,909480.0000000001
P008,33,Slab,220,8,219,Aluminum,96.49,23,1100,2441197.0
P008,19,Wall,306,6,307,Timber,34.21,22,600,451572.0
P084,34,Slab,89,7,89,Steel,33.76,16,850,459136.0
P047,7,Slab,155,3,159,Steel,61.14,20,850,1039380.0
P004,31,Column,233,9,236,Timber,87.16,18,600,941327.9999999999
P051,2,Column,193,7,195,Steel,35.17,8,850,239156.0
P085,19,Beam,99,9,104,Timber,21.32,12,600,153504.0
P067,32,Wall,113,3,117,Timber,33.95,16,600,325920.0
P045,10,Beam,107,7,111,Steel,50.42,15,850,642855.0
P008,8,Wall,24,7,23,Steel,42.4,17,850,612680.0
P087,26,Wall,281,7,282,Timber,87.51,12,600,630072.0000000001
P016,30,Slab,204,3,207,Steel,94.87,22,850,1774069.0000000002
P077,11,Column,11,7,12,Steel,44.06,17,850,636667.0
P067,20,Wall,350,7,352,Timber,84.11,8,600,403728.0
P009,20,Column,316,9,321,Aluminum,16.18,5,1100,88990.0
P060,9,Wall,205,8,205,Timber,59.83,14,600,502572.0
P078,8,Column,25,4,24,Steel,84.85,10,850,721225.0
P077,15,Beam,140,3,141,Aluminum,47.68,15,1100,786720.0
P071,34,Column,123,8,127,Steel,22.91,11,850,214208.5
P015,24,Slab,11,5,10,Timber,35.57,14,600,298788.0
P071,33,Wall,266,9,269,Timber,54.27,16,600,520992.00000000006
P098,27,Slab,81,6,79,Timber,85.91,10,600,515459.99999999994
P041,21,Wall,310,9,314,Aluminum,77.37,10,1100,851070.0
P022,5,Slab,109,4,110,Steel,17.52,8,850,119136.0
P024,21,Wall,208,8,208,Aluminum,59.15,6,1100,390390.0
P044,4,Column,319,8,322,Timber,88.51,11,600,584166.0
P001,16,Wall,244,7,246,Steel,61.94,11,850,579138.9999999999
P010,31,Slab,276,5,277,Timber,15.84,6,600,57023.99999999999
P080,26,Slab,261,5,259,Steel,84.08,14,850,1000551.9999999999
P072,6,Wall,297,7,299,Aluminum,91.61,18,1100,1813878.0
P056,33,Wall,63,8,63,Aluminum,45.03,9,1100,445797.0
P089,21,Beam,184,9,183,Aluminum,37.91,24,1100,1000823.9999999999
P050,16,Beam,32,8,31,Aluminum,58.9,12,1100,777480.0
P012,34,Column,283,7,284,Steel,98.57,24,850,2010827.9999999998
P089,15,Column,324,4,326,Steel,85.37,22,850,1596419.0
P081,6,Column,361,3,359,Aluminum,83.0,9,1100,821700.0
P060,2,Column,7,4,5,Aluminum,27.38,8,1100,240944.0
P026,24,Column,174,3,174,Steel,90.56,23,850,1770448.0
P078,28,Wall,359,5,362,Timber,60.04,15,600,540360.0
P041,1,Beam,146,6,148,Aluminum,92.52,9,1100,915948.0
P036,1,Wall,252,7,254,Steel,68.65,20,850,1167050.0
P023,28,Beam,166,4,165,Aluminum,85.08,13,1100,1216644.0
P043,20,Beam,103,5,108,Steel,24.9,10,850,211650.0
P006,8,Slab,193,4,197,Aluminum,73.59,12,1100,971388.0
P069,1,Slab,17,8,17,Aluminum,33.15,5,1100,182325.0
P043,26,Beam,90,3,90,Timber,25.2,5,600,75600.0
P025,25,Wall,86,7,89,Timber,61.66,9,600,332963.99999999994
P018,10,Beam,103,8,103,Timber,64.25,22,600,848100.0
P062,12,Column,82,3,84,Timber,54.16,8,600,259967.99999999997
P013,7,Wall,126,8,130,Aluminum,18.01,20,1100,396220.00000000006
P043,12,Wall,38,3,37,Aluminum,32.03,24,1100,845592.0
P078,17,Beam,348,3,348,Timber,31.19,23,600,430422.0
P028,5,Column,213,8,218,Timber,38.23,11,600,252317.99999999997
P018,14,Beam,319,5,324,Aluminum,66.53,19,1100,1390477.0
P059,34,Column,225,7,224,Steel,49.42,22,850,924154.0
P060,17,Wall,222,6,225,Timber,97.15,13,600,757770.0
P063,1,Beam,247,4,252,Steel,11.43,11,850,106870.49999999999
P057,15,Column,136,9,136,Aluminum,29.43,5,1100,161865.0
P092,19,Slab,286,3,288,Steel,61.61,17,850,890264.4999999999
P051,5,Wall,231,7,230,Timber,89.14,8,600,427872.0
P056,19,Wall,320,4,321,Timber,13.05,6,600,46980.00000000001
P027,5,Slab,9,7,13,Timber,89.52,14,600,751968.0
P032,12,Column,225,8,228,Timber,55.65,9,600,300510.0
P009,19,Wall,313,4,313,Timber,80.69,7,600,338897.99999999994
P096,12,Column,107,7,109,Aluminum,95.38,9,1100,944262.0
P084,12,Slab,187,6,186,Steel,29.39,15,850,374722.5
P092,18,Beam,221,9,219,Aluminum,62.91,22,1100,1522422.0
P097,34,Wall,95,7,97,Aluminum,89.53,24,1100,2363592.0000000005
P068,33,Wall,195,9,197,Aluminum,86.0,6,1100,567600.0
P046,18,Column,242,7,247,Steel,56.89,20,850,967130.0
P098,29,Wall,230,9,228,Steel,95.45,22,850,1784915.0
P067,5,Beam,331,3,329,Aluminum,73.76,10,1100,811360.0
P026,25,Slab,5,9,9,Steel,57.17,19,850,923295.5
P008,24,Wall,351,9,352,Aluminum,15.21,16,1100,267696.0
P006,29,Slab,4,3,5,Aluminum,53.86,8,1100,473968.0
P080,33,Column,264,3,269,Timber,47.97,16,600,460512.0
P024,10,Beam,253,8,254,Steel,37.47,15,850,477742.49999999994
P048,33,Wall,163,9,165,Timber,94.86,13,600,739908.0
P094,23,Slab,141,7,145,Aluminum,93.31,5,1100,513205.0
P045,11,Beam,296,6,298,Aluminum,40.36,22,1100,976712.0
P013,24,Slab,19,4,21,Aluminum,49.22,10,1100,541420.0
P069,24,Column,82,3,87,Timber,77.66,16,600,745536.0
P025,7,Beam,4,5,5,Timber,85.16,7,600,357672.0
P020,21,Beam,128,7,127,Aluminum,19.91,5,1100,109505.0
P082,20,Column,187,6,191,Timber,54.17,11,600,357522.0
P082,10,Column,146,6,151,Aluminum,92.31,22,1100,2233902.0
P066,25,Wall,152,3,157,Aluminum,69.81,16,1100,1228656.0
P074,15,Column,363,8,365,Timber,58.87,24,600,847727.9999999999
P045,6,Column,93,3,95,Steel,74.62,20,850,1268540.0
P047,2,Slab,31,8,33,Aluminum,69.53,24,1100,1835592.0
P063,12,Beam,314,5,315,Aluminum,94.8,11,1100,1147080.0
P076,4,Slab,28,5,28,Timber,92.14,21,600,1160964.0
P077,23,Column,137,3,138,Timber,45.8,8,600,219840.0
P055,13,Wall,90,4,95,Timber,12.88,14,600,108192.00000000001
P075,17,Slab,49,9,49,Aluminum,39.94,10,1100,439340.0
P019,31,Slab,258,3,263,Steel,28.26,6,850,144126.0
P035,16,Beam,6,3,7,Steel,21.84,8,850,148512.0
P053,26,Beam,29,6,33,Steel,89.91,22,850,1681317.0
P026,28,Beam,156,3,161,Aluminum,73.89,5,1100,406395.0
P014,1,Wall,263,3,262,Timber,12.93,5,600,38790.0
P045,12,Wall,34,3,33,Steel,92.78,20,850,1577260.0
P044,20,Column,237,4,239,Steel,91.27,17,850,1318851.5
P088,2,Column,138,6,139,Steel,95.45,18,850,1460385.0
P065,15,Beam,57,7,57,Aluminum,84.69,15,1100,1397385.0
P051,22,Slab,175,7,175,Timber,17.1,24,600,246240.00000000003
P043,32,Beam,214,7,213,Timber,66.05,12,600,475559.99999999994
P086,20,Column,27,7,29,Timber,17.48,14,600,146832.0
P023,33,Slab,295,6,300,Timber,74.21,20,600,890519.9999999999
P056,15,Column,119,3,123,Steel,27.73,11,850,259275.50000000003
P019,3,Wall,147,7,147,Timber,94.22,9,600,508788.0
P082,29,Beam,356,3,357,Steel,94.08,14,850,1119552.0
P076,27,Beam,265,9,267,Aluminum,63.51,22,1100,1536942.0
P055,5,Slab,258,9,261,Aluminum,77.74,11,1100,940654.0
P092,31,Beam,348,7,349,Aluminum,87.23,8,1100,767624.0
P092,22,Column,189,4,190,Timber,45.02,14,600,378168.00000000006
P060,7,Column,315,3,320,Timber,62.13,22,600,820116.0000000001
P059,6,Wall,231,6,230,Steel,25.84,22,850,483208.0
P033,26,Column,198,8,202,Timber,98.69,7,600,414497.99999999994
P019,1,Slab,239,4,244,Aluminum,93.65,17,1100,1751255.0000000002
P028,19,Column,327,8,332,Timber,53.51,18,600,577908.0
P052,7,Wall,70,4,71,Steel,59.8,18,850,914939.9999999999
P049,12,Wall,252,6,257,Aluminum,49.3,5,1100,271150.0
P037,20,Beam,193,4,191,Aluminum,10.15,9,1100,100485.00000000001
P026,23,Slab,25,9,27,Steel,30.7,14,850,365330.0
P099,25,Column,70,3,68,Aluminum,19.15,18,1100,379170.0
P098,30,Wall,156,5,160,Steel,39.06,23,850,763623.0000000001
P099,29,Column,146,5,151,Steel,31.26,11,850,292281.0
P040,31,Wall,319,7,320,Timber,78.55,19,600,895470.0
P080,18,Beam,219,9,224,Aluminum,55.43,13,1100,792649.0
P038,19,Wall,49,7,50,Timber,83.53,14,600,701652.0
P077,4,Beam,194,3,193,Timber,67.21,12,600,483912.0
P087,1,Slab,40,6,39,Steel,69.06,13,850,763113.0
P054,15,Column,85,3,88,Steel,88.86,15,850,1132965.0
P022,8,Column,343,7,348,Timber,86.25,12,600,621000.0
P016,15,Beam,336,4,335,Steel,15.7,22,850,293590.0
P028,15,Slab,4,8,7,Aluminum,62.05,9,1100,614294.9999999999
P035,22,Beam,290,9,294,Aluminum,47.18,12,1100,622776.0
P060,18,Wall,247,3,251,Timber,63.97,6,600,230292.0
P045,16,Beam,5,3,4,Aluminum,87.64,22,1100,2120888.0
P046,2,Slab,226,6,229,Timber,11.08,23,600,152904.0
P072,20,Wall,150,7,150,Aluminum,10.99,22,1100,265958.0
P055,16,Column,238,3,237,Steel,15.63,24,850,318852.0
P086,3,Column,148,4,149,Aluminum,88.74,20,1100,1952280.0
P085,30,Column,103,8,106,Steel,41.81,8,850,284308.0
P026,2,Slab,175,4,176,Timber,43.41,21,600,546965.9999999999
P085,26,Slab,236,5,239,Aluminum,41.09,10,1100,451990.00000000006
P025,5,Slab,34,7,36,Steel,30.79,16,850,418744.0
P065,2,Slab,172,4,175,Steel,13.5,11,850,126225.0
P006,20,Slab,6,6,4,Timber,91.59,18,600,989172.0000000001
P023,34,Wall,285,8,288,Timber,30.96,16,600,297216.0
P064,34,Beam,225,7,228,Aluminum,90.45,24,1100,2387880.0
P087,20,Column,53,4,58,Aluminum,96.01,6,1100,633666.0000000001
P043,25,Slab,257,3,257,Aluminum,61.9,8,1100,544720.0
P023,20,Column,59,7,59,Steel,43.5,12,850,443700.0
P096,25,Slab,246,4,251,Timber,78.92,14,600,662928.0000000001
P030,14,Column,7,9,11,Aluminum,12.28,21,1100,283668.0
P077,12,Beam,214,3,216,Aluminum,93.6,11,1100,1132560.0
P018,5,Column,78,5,80,Steel,46.71,14,850,555849.0
P087,2,Column,189,8,188,Aluminum,37.77,21,1100,872487.0000000001
P079,16,Slab,307,7,309,Steel,21.42,20,850,364140.0
P097,30,Wall,216,7,216,Steel,95.97,17,850,1386766.5
P021,24,Wall,283,4,281,Timber,82.99,22,600,1095468.0
P057,30,Column,319,5,322,Steel,75.15,9,850,574897.5
P023,11,Wall,61,6,59,Timber,93.79,12,600,675288.0
P091,14,Beam,61,4,61,Steel,96.38,11,850,901152.9999999999
P045,23,Beam,215,4,220,Timber,34.16,22,600,450912.0
P044,16,Wall,45,6,44,Steel,80.79,10,850,686715.0000000001
P082,21,Wall,172,6,177,Aluminum,79.03,17,1100,1477861.0
P088,4,Beam,221,6,219,Timber,60.16,13,600,469247.99999999994
P047,33,Wall,95,8,98,Timber,23.54,12,600,169488.0
P040,14,Wall,347,6,350,Steel,94.63,16,850,1286968.0
P051,19,Slab,44,9,42,Aluminum,38.38,14,1100,591052.0
P042,5,Slab,228,6,227,Aluminum,62.1,11,1100,751410.0
P007,31,Wall,62,3,60,Timber,11.74,11,600,77484.00000000001
P050,18,Wall,317,3,322,Aluminum,48.62,21,1100,1123122.0
P048,31,Slab,219,6,220,Aluminum,65.52,9,1100,648648.0
P084,30,Slab,335,8,339,Steel,44.29,14,850,527051.0
P091,21,Wall,89,8,89,Aluminum,52.94,24,1100,1397616.0
P006,30,Slab,112,5,110,Aluminum,27.28,19,1100,570152.0
P091,4,Beam,207,8,205,Aluminum,41.52,17,1100,776424.0
P009,5,Column,306,9,311,Aluminum,75.1,18,1100,1486980.0
P057,10,Beam,203,9,202,Steel,97.27,21,850,1736269.4999999998
P031,27,Slab,297,5,295,Steel,52.19,11,850,487976.49999999994
P021,16,Beam,33,6,32,Aluminum,71.74,8,1100,631312.0
P090,30,Column,215,8,215,Steel,97.86,13,850,1081353.0
P040,13,Slab,12,3,13,Timber,79.73,23,600,1100274.0
P045,21,Beam,2,5,4,Steel,10.91,18,850,166923.0
P077,15,Beam,363,3,363,Steel,94.2,7,850,560490.0
P049,20,Column,149,9,147,Steel,87.99,8,850,598332.0
P087,20,Slab,142,4,146,Timber,34.4,6,600,123839.99999999999
P020,5,Wall,290,9,291,Timber,26.34,12,600,189648.0
P092,32,Slab,207,9,209,Timber,90.93,6,600,327348.0
P017,6,Column,341,3,343,Steel,71.98,8,850,489464.0
P028,30,Column,192,6,195,Timber,31.33,6,600,112788.0
P041,26,Column,341,8,344,Timber,74.25,8,600,356400.0
P066,13,Column,306,9,304,Steel,64.02,13,850,707421.0
P025,29,Wall,252,8,257,Aluminum,37.83,6,1100,249678.0
P058,5,Slab,204,7,207,Steel,60.11,24,850,1226244.0
P041,25,Slab,362,6,364,Steel,57.45,21,850,1025482.5
P006,13,Beam,46,4,48,Steel,55.88,5,850,237490.00000000003
P075,24,Wall,261,8,261,Aluminum,56.56,10,1100,622160.0
P038,31,Wall,66,3,71,Steel,10.04,20,850,170680.0
P006,20,Beam,150,5,153,Steel,34.18,8,850,232424.0
P045,8,Beam,70,9,73,Aluminum,48.78,9,1100,482922.0
P075,9,Slab,364,6,364,Steel,21.45,9,850,164092.5
P014,21,Slab,2,8,4,Steel,77.42,13,850,855491.0
P066,20,Slab,29,5,28,Steel,86.22,9,850,659583.0
P040,15,Wall,256,3,254,Aluminum,83.6,6,1100,551760.0
P003,26,Wall,61,8,60,Steel,51.37,11,850,480309.49999999994
P099,11,Beam,100,4,99,Aluminum,72.16,19,1100,1508144.0
P097,11,Column,144,9,146,Aluminum,16.92,12,1100,223344.00000000003
P024,27,Column,192,9,190,Timber,27.95,7,600,117390.0
P019,30,Column,353,6,352,Steel,14.22,15,850,181305.0
P018,19,Column,353,5,357,Steel,96.89,14,850,1152991.0
P064,34,Column,270,8,274,Timber,61.69,8,600,296112.0
P088,23,Slab,299,9,303,Timber,25.77,16,600,247392.0
P035,1,Beam,326,6,326,Steel,73.68,17,850,1064676.0000000002
P062,3,Column,311,8,311,Steel,54.02,11,850,505087.0
P001,3,Column,204,6,202,Timber,49.08,23,600,677304.0
P100,28,Column,245,5,244,Steel,92.21,20,850,1567569.9999999998
P025,14,Slab,31,4,35,Steel,73.74,14,850,877505.9999999999
P045,30,Column,332,6,333,Steel,72.16,11,850,674696.0
P049,5,Beam,52,4,55,Timber,18.76,7,600,78792.00000000001
P098,15,Slab,243,4,244,Timber,18.28,6,600,65808.0
P089,14,Slab,263,9,261,Aluminum,69.8,5,1100,383900.0
P016,14,Wall,174,9,177,Aluminum,24.08,20,1100,529760.0
P098,8,Wall,100,3,98,Steel,50.79,17,850,733915.5
P093,8,Slab,61,8,62,Steel,61.28,7,850,364616.00000000006
P019,19,Column,360,5,359,Aluminum,44.93,18,1100,889614.0
P023,32,Column,188,3,187,Aluminum,17.66,22,1100,427372.0
P083,31,Column,7,7,9,Aluminum,76.9,15,1100,1268850.0
P025,29,Column,189,9,192,Steel,89.65,23,850,1752657.5000000002
P016,11,Wall,83,8,88,Steel,24.55,7,850,146072.5
P054,13,Beam,351,3,349,Aluminum,86.87,24,1100,2293368.0
P073,27,Slab,283,6,288,Timber,80.98,6,600,291528.0
P001,19,Column,124,6,123,Aluminum,60.75,10,1100,668250.0
P042,26,Wall,157,6,158,Timber,63.65,8,600,305520.0
P019,9,Beam,87,7,90,Timber,68.64,17,600,700128.0000000001
P097,28,Slab,148,4,149,Steel,57.23,12,850,583746.0
P034,32,Slab,70,9,75,Timber,85.99,19,600,980286.0
P080,3,Slab,76,6,76,Timber,52.67,5,600,158010.0
P055,32,Column,114,8,113,Aluminum,59.23,20,1100,1303060.0
P018,5,Slab,3,8,7,Aluminum,13.31,24,1100,351384.0
P034,8,Column,234,9,238,Timber,26.21,9,600,141534.0
P089,14,Beam,167,3,169,Aluminum,91.34,17,1100,1708058.0
P045,3,Wall,99,4,101,Aluminum,20.94,21,1100,483714.0
P006,24,Wall,124,3,129,Aluminum,91.36,6,1100,602976.0
P021,13,Wall,45,3,48,Aluminum,67.23,17,1100,1257201.0
P070,29,Slab,324,6,322,Timber,92.81,6,600,334116.0
P096,8,Wall,287,3,287,Timber,83.29,15,600,749610.0000000001
P048,31,Beam,106,9,109,Timber,87.88,19,600,1001831.9999999999
P039,26,Column,294,7,295,Timber,57.19,13,600,446082.0
P031,18,Wall,134,8,135,Timber,84.28,23,600,1163064.0
P010,18,Column,8,8,6,Steel,51.45,8,850,349860.0
P030,7,Column,28,8,30,Aluminum,13.98,21,1100,322938.0
P018,16,Wall,271,9,273,Steel,68.62,19,850,1108213.0000000002
P060,33,Wall,223,4,224,Timber,75.56,11,600,498696.00000000006
P088,3,Wall,8,6,12,Aluminum,19.14,17,1100,357918.0
P073,4,Slab,310,6,308,Timber,83.43,12,600,600696.0
P095,4,Wall,134,9,139,Steel,16.77,5,850,71272.5
P015,9,Slab,29,3,32,Timber,49.75,13,600,388050.0
P004,17,Beam,115,3,120,Aluminum,53.91,22,1100,1304622.0
P063,17,Column,34,5,33,Timber,13.31,21,600,167706.0
P040,33,Beam,7,5,10,Timber,15.92,21,600,200592.0
P009,20,Wall,40,6,40,Aluminum,50.56,12,1100,667392.0
P009,14,Column,330,9,332,Steel,38.01,7,850,226159.5
P026,22,Wall,62,6,65,Steel,83.43,15,850,1063732.5
P004,27,Wall,86,3,88,Aluminum,47.25,6,1100,311850.0
P081,3,Column,213,9,218,Aluminum,19.5,6,1100,128700.0
P016,24,Beam,116,7,118,Steel,24.21,20,850,411570.00000000006
P015,30,Wall,65,7,70,Aluminum,70.61,21,1100,1631091.0
P099,8,Column,297,8,296,Steel,95.51,13,850,1055385.5
P052,22,Beam,170,3,174,Timber,88.26,5,600,264780.0
P069,25,Slab,116,9,115,Steel,21.65,16,850,294440.0
P005,10,Beam,322,5,327,Aluminum,11.47,10,1100,126170.0
P020,29,Beam,116,5,119,Timber,12.38,15,600,111420.00000000001
P079,1,Column,221,7,221,Aluminum,59.94,10,1100,659340.0
P018,21,Beam,357,6,359,Steel,53.73,24,850,1096092.0
P002,24,Slab,50,3,51,Timber,11.21,9,600,60534.00000000001
P093,9,Slab,327,8,329,Steel,15.14,17,850,218773.0
P013,26,Wall,336,8,336,Timber,99.98,5,600,299940.0
P004,9,Slab,79,6,82,Aluminum,96.84,20,1100,2130480.0
P042,20,Wall,20,5,20,Steel,21.41,23,850,418565.5
P074,9,Slab,37,7,38,Timber,24.77,15,600,222930.0
P061,22,Beam,259,6,264,Timber,91.01,6,600,327636.00000000006
P095,1,Wall,93,5,92,Timber,55.67,5,600,167010.0
P008,5,Slab,187,5,188,Steel,96.22,17,850,1390379.0
P067,9,Beam,357,9,357,Aluminum,56.83,21,1100,1312773.0
P063,19,Beam,201,8,202,Aluminum,61.95,18,1100,1226610.0000000002
P009,8,Wall,288,5,290,Timber,29.81,21,600,375606.0
P094,32,Column,48,6,48,Aluminum,88.85,14,1100,1368289.9999999998
P011,13,Beam,253,4,257,Steel,84.25,21,850,1503862.5
P099,20,Beam,46,7,51,Aluminum,40.37,17,1100,754919.0
P042,30,Column,231,5,234,Aluminum,65.11,10,1100,716210.0
P013,10,Wall,95,6,94,Steel,40.73,8,850,276964.0
P036,31,Slab,303,8,302,Steel,51.76,8,850,351968.0
P013,25,Slab,218,3,219,Aluminum,86.82,18,1100,1719035.9999999998
P012,29,Beam,40,8,45,Aluminum,47.39,8,1100,417032.0
P037,24,Column,203,9,204,Aluminum,85.65,9,1100,847935.0
P074,21,Beam,116,7,120,Timber,96.41,18,600,1041227.9999999999
P073,9,Wall,91,3,95,Steel,47.47,19,850,766640.5
P052,2,Beam,58,3,59,Timber,88.98,12,600,640656.0
P071,4,Slab,10,8,13,Timber,37.36,15,600,336240.0
P002,8,Column,256,6,258,Timber,10.26,11,600,67716.0
P056,32,Wall,317,8,316,Timber,17.6,17,600,179520.00000000003
P060,14,Beam,249,4,249,Aluminum,76.34,18,1100,1511532.0000000002
P023,13,Slab,317,6,317,Steel,19.02,13,850,210171.0
P040,21,Beam,6,6,5,Aluminum,94.52,19,1100,1975467.9999999998
P064,24,Slab,331,7,334,Steel,87.99,12,850,897497.9999999999
P085,18,Column,188,9,192,Timber,56.34,6,600,202824.0
P023,26,Wall,235,9,239,Steel,62.34,16,850,847824.0
P029,32,Beam,183,6,184,Steel,72.49,20,850,1232330.0
P078,33,Wall,287,7,285,Steel,75.84,12,850,773568.0
P090,31,Column,123,5,128,Steel,54.21,5,850,230392.5
P051,18,Slab,158,7,159,Aluminum,38.21,21,1100,882651.0
P069,12,Column,323,9,326,Timber,91.92,23,600,1268496.0
P095,25,Column,13,6,12,Aluminum,14.19,24,1100,374616.0
P089,31,Wall,315,5,317,Timber,42.05,17,600,428909.99999999994
P031,10,Column,54,5,59,Aluminum,69.99,19,1100,1462791.0
P050,34,Beam,360,4,361,Aluminum,90.2,17,1100,1686740.0
P020,3,Slab,277,8,281,Aluminum,16.68,7,1100,128435.99999999999
P055,8,Column,43,6,43,Steel,69.31,20,850,1178270.0
P081,32,Beam,267,3,269,Steel,53.84,13,850,594932.0000000001
P002,29,Slab,109,8,108,Steel,71.78,23,850,1403299.0
P025,22,Wall,323,6,327,Steel,38.55,12,850,393210.0
P013,20,Slab,166,3,164,Aluminum,73.96,12,1100,976272.0
P092,6,Wall,351,8,352,Aluminum,26.22,18,1100,519156.0
P070,29,Slab,106,9,108,Timber,79.79,23,600,1101102.0
P067,17,Column,51,4,53,Steel,77.44,17,850,1119008.0
P058,31,Wall,204,6,204,Steel,95.21,7,850,566499.4999999999
P099,34,Wall,302,8,306,Steel,25.59,9,850,195763.5
P082,4,Wall,43,4,48,Steel,74.98,12,850,764796.0
P075,2,Column,283,3,288,Steel,39.04,10,850,331840.0
P084,12,Column,85,7,86,Steel,35.37,9,850,270580.5
P064,6,Slab,217,9,215,Aluminum,46.14,16,1100,812064.0
P069,8,Slab,158,6,160,Steel,35.67,10,850,303195.00000000006
P083,21,Column,350,5,350,Steel,32.34,12,850,329868.00000000006
P086,15,Column,127,5,132,Aluminum,79.15,11,1100,957715.0000000001
P059,7,Wall,191,4,195,Timber,72.96,18,600,787968.0
P060,15,Slab,266,9,267,Aluminum,19.84,13,1100,283712.0
P083,6,Slab,60,7,61,Steel,60.42,21,850,1078497.0
P062,17,Wall,283,5,287,Aluminum,39.79,23,1100,1006687.0
P016,4,Wall,62,5,66,Steel,97.39,10,850,827815.0
P088,22,Wall,302,6,306,Aluminum,48.25,23,1100,1220725.0
